"Comune";"Vino";"Atto";"Gazzetta Ufficiale";"Latitudine";"Longitudine";
"Saonara";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.3662592";"11.9859629";
"Trebaseleghe";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5909617";"12.0506298";
"Vigodarzere";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4605183";"11.8792907";
"Vigonza";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4315470";"11.9670400";
"Villa del Conte";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.5835240";"11.8603960";
"Villanova di Camposampiero";"Riviera del Brenta";"D. M. 18/10/2007";"n. 251 del 27/10/2007";"45.4906233";"11.9705166";
"Soave";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4220370";"11.2476666";
"Monteforte d'Alpone";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4182962";"11.2848703";
"San Martino Buon Albergo";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4222409";"11.0933924";
"Mezzane di Sotto";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4823290";"11.1289612";
"Roncà";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4790730";"11.2891270";
"Montecchia di Crosara";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4854814";"11.2554814";
"San Giovanni Ilarione";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.5215740";"11.2373703";
"San Bonifacio";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.3962331";"11.2702317";
"Cazzano di Tramigna";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4739960";"11.2031520";
"Cologna ai Colli";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4347037";"11.1853148";
"Caldiero";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4153148";"11.1784444";
"Illasi";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4681296";"11.1834444";
"Lavagno";"Soave";"D. M. 18/11/2010";"n. 283 del 03/12/2010";"45.4397037";"11.1351666";
"Brentino Belluno";"Terradeiforti";"D. M. 24/05/2010";"n. 141 del 19*06/2010";"45.6583447";"10.8942082";
"Dolcè";"Terradeiforti";"D. M. 24/05/2010";"n. 141 del 19*06/2010";"45.6017407";"10.8536111";
"Rivoli Veronese";"Terradeiforti";"D. M. 24/05/2010";"n. 141 del 19*06/2010";"45.5715613";"10.8119287";
"Brentino Belluno";"Valdadige";"D. M. 07/11/2006";"n. 268 del 17/11/2006";"45.6583447";"10.8942082";
"Dolcè";"Valdadige";"D. M. 07/11/2006";"n. 268 del 17/11/2006";"45.6017407";"10.8536111";
"Rivoli Veronese";"Valdadige";"D. M. 07/11/2006";"n. 268 del 17/11/2006";"45.5715613";"10.8119287";
"Fumane";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5406030";"10.8857600";
"Negrar";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5306253";"10.9383009";
"Sant'Ambrogio di Valpolicella";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5218888";"10.8373703";
"San Pietro in Cariano";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5212592";"10.8840740";
"Dolcè";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.6017407";"10.8536111";
"Verona";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4420061";"10.9954850";
"San Martino Buon Albergo";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4222409";"11.0933924";
"Lavagno";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4397037";"11.1351666";
"Mezzane di Sotto";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4823290";"11.1289612";
"Tregnago";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5145200";"11.1646240";
"Illasi";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4681296";"11.1834444";
"Cologna ai Colli";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4347037";"11.1853148";
"Cazzano di Tramigna";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4739960";"11.2031520";
"Grezzana";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5198110";"11.0171750";
"Pescantina";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4827249";"10.8675485";
"Cerro Veronese";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5754489";"11.0426787";
"San Mauro di Saline";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5654546";"11.1128957";
"Montecchia di Crosara";"Valpolicella";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4854814";"11.2554814";
"Fumane";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5406030";"10.8857600";
"Negrar";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5306253";"10.9383009";
"Sant'Ambrogio di Valpolicella";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5218888";"10.8373703";
"San Pietro in Cariano";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5212592";"10.8840740";
"Dolcè";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.6017407";"10.8536111";
"Verona";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4420061";"10.9954850";
"San Martino Buon Albergo";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4222409";"11.0933924";
"Lavagno";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4397037";"11.1351666";
"Mezzane di Sotto";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4823290";"11.1289612";
"Tregnago";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5145200";"11.1646240";
"Illasi";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4681296";"11.1834444";
"Cologna ai Colli";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4347037";"11.1853148";
"Cazzano di Tramigna";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4739960";"11.2031520";
"Grezzana";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5198110";"11.0171750";
"Pescantina";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4827249";"10.8675485";
"Cerro Veronese";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5754489";"11.0426787";
"San Mauro di Saline";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.5654546";"11.1128957";
"Montecchia di Crosara";"Valpolicella Ripasso";"D. M. 24/03/2010";"n 85 del 13/04/2010";"45.4854814";"11.2554814";
"Annone Veneto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7940990";"12.6835270";
"Campagna Lupia";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.3558240";"12.0962810";
"Campolongo Maggiore";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.3228420";"12.0450839";
"Camponogara";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.3834090";"12.0723980";
"Caorle";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5948518";"12.8707962";
"Cavallino-Treporti";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"40.3136111";"182012592";
"Cavarzere";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.1345079";"12.0808623";
"Ceggia";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6864259";"12.6392407";
"Chioggia";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.2170993";"12.2788154";
"Cinto Caomaggiore";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8300185";"12.7836111";
"Cona";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.1858744";"12.0194535";
"Concordia Sagittaria";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7569180";"12.8443170";
"Dolo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.4261815";"12.0744548";
"Eraclea";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5785804";"12.6781041";
"Fiesso d'Artico";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.4175000";"12.0347037";
"Fossalta di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6439680";"12.5118480";
"Fossalta di Portogruaro";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7923770";"12.9086360";
"Fossò";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.3862777";"12.0504814";
"Gruaro";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8326666";"12.8461111";
"Jesolo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5365852";"12.6393309";
"Marcon";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5615912";"12.2981034";
"Martellago";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5460521";"12.1602063";
"Meolo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6201970";"12.4525790";
"Mira";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.4368092";"12.1312599";
"Mirano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.4922312";"12.1082797";
"Musile di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6178148";"12.5650000";
"Noale";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5504814";"12.0722037";
"Noventa di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6607962";"12.5347037";
"Pianiga";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.4561290";"12.0309340";
"Portogruaro";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7750301";"12.8378287";
"Pramaggiore";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8153148";"12.7372037";
"Quarto d'Altino";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5787777";"12.3728333";
"Salzano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5209310";"12.1056333";
"San Donà di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6319754";"12.5662747";
"San Michele al Tagliamento";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7641516";"12.9949504";
"Santa Maria di Sala";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5044042";"12.0350483";
"Santo Stino di Livenza";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7315843";"12.6836963";
"Scorzè";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5713997";"12.1079870";
"Spinea";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.4903518";"12.1681244";
"Stra";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.4061670";"12.0152170";
"Teglio Veneto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8154010";"12.8846050";
"Torre di Mosto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6861111";"12.7039074";
"Venezia";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.4343363";"12.3387844";
"Vigonovo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.3893895";"12.0062515";
"Altivole";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7547037";"11.9573703";
"Arcade";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7845370";"12.2228333";
"Asolo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7932962";"11.9128333";
"Borso del Grappa";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8207700";"11.7960860";
"Breda di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7248518";"12.3337777";
"Caerano di San Marco";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7862777";"12.0039259";
"Cappella Maggiore";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9781296";"12.3423518";
"Carbonera";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6845370";"12.2854814";
"Casale sul Sile";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5989259";"12.3243888";
"Casier";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6438800";"12.2957627";
"Castelcucco";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8317407";"11.8853333";
"Castelfranco Veneto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6713166";"11.9262274";
"Castello di Godego";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6943888";"11.8779814";
"Cavaso del Tomba";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8617407";"11.8995555";
"Cessalto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7140740";"12.6154814";
"Chiarano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7300000";"12.5837592";
"Cimadolmo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7845626";"12.3640065";
"Cison di Valmarino";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9673703";"12.1442407";
"Codognè";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8702109";"12.4308257";
"Colle Umberto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9399657";"12.3399807";
"Conegliano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8881481";"12.3050185";
"Cordignano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9528333";"12.4148703";
"Cornuda";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8317846";"12.0080604";
"Crespano del Grappa";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8264259";"11.8348703";
"Crocetta del Montello";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8255760";"12.0356150";
"Farra di Soligo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8963310";"12.0941930";
"Follina";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9525000";"12.1206296";
"Fontanelle";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8370555";"12.4653333";
"Fonte";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7849210";"11.8724490";
"Fregona";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"460043888";"12.3412777";
"Gaiarine";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8795370";"12.4809629";
"Giavera del Montello";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7948518";"12.1695370";
"Godega di Sant'Urbano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9307962";"12.3992222";
"Gorgo al Monticano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7885424";"12.5523691";
"Istrana";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6778333";"12.1042407";
"Loria";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7309444";"11.8664074";
"Mansuè";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8232096";"12.5354700";
"Mareno di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8408790";"12.3507100";
"Maser";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8084629";"11.9761111";
"Maserada sul Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7499120";"12.3200280";
"Meduna di Livenza";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8068888";"12.6148518";
"Miane";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9454624";"12.0965270";
"Mogliano Veneto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.5613413";"12.2363309";
"Monastier di Treviso";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6508720";"12.4354010";
"Monfumo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8310911";"11.9202637";
"Montebelluna";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7775470";"12.0464467";
"Morgano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6481871";"12.1033133";
"Moriago della Battaglia";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8710423";"12.0787482";
"Motta di Livenza";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7775000";"12.6087592";
"Nervesa della Battaglia";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8231296";"12.2059444";
"Oderzo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7812715";"12.4936280";
"Ormelle";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7803333";"12.4231481";
"Orsago";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9306720";"12.4235730";
"Paderno del Grappa";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8294031";"11.8596419";
"Paese";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6776252";"12.1563908";
"Pederobba";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8779980";"11.9549530";
"Pieve di Soligo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9000220";"12.1714710";
"Ponte di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7147450";"12.4645080";
"Ponzano Veneto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7157010";"12.2026929";
"Portobuffolè";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8562355";"12.5377327";
"Possagno";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8534444";"11.8742407";
"Povegliano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7610940";"12.2037683";
"Preganziol";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6022462";"12.2351883";
"Quinto di Treviso";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6460120";"12.1672350";
"Refrontolo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9250185";"12.2100185";
"Resana";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6336120";"11.9555030";
"Revine Lago";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9914259";"12.2287592";
"Riese Pio X";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7300185";"11.9200000";
"Roncade";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6280609";"12.3747990";
"Salgareda";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7044850";"12.4921750";
"San Biagio di Callalta";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6854522";"12.3772170";
"San Fior";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9209530";"12.3574120";
"San Pietro di Feletto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9163513";"12.2507734";
"San Polo di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7925185";"12.3943888";
"San Vendemiano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8867406";"12.3516602";
"San Zenone degli Ezzelini";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7814259";"11.8382962";
"Santa Lucia di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8450590";"12.2808070";
"Sarmede";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9776666";"12.3853333";
"Segusino";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9179814";"11.9567407";
"Sernaglia della Battaglia";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8754964";"12.1316081";
"Silea";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6546710";"12.2968410";
"Spresiano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7794590";"12.2561040";
"Susegana";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8519560";"12.2507649";
"Tarzo";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9728333";"12.2340740";
"Trevignano";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7433793";"12.0927416";
"Treviso";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6662855";"12.2420720";
"Valdobbiadene";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9013332";"11.9954402";
"Vazzola";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8427961";"12.3843074";
"Vedelago";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6866040";"12.0179040";
"Vidor";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.8615074";"12.0387297";
"Villorba";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7136680";"12.2600845";
"Vittorio Veneto";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.9798115";"12.3033131";
"Volpago del Montello";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.7782962";"12.1154814";
"Zenson di Piave";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6782360";"12.4895490";
"Zero Branco";"Venezia";"D. M. 22/12/2010";"n. 4 del 07/01/2011";"45.6026666";"12.1662592";
"Albettone";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.3578148";"11.5828148";
"Alonte";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.3668888";"11.4281296";
"Altavilla Vicentina";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5119350";"11.4603710";
"Arcugnano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4951612";"11.5514699";
"Arzignano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5193876";"11.3395840";
"Asigliano Veneto";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.3056296";"11.4475185";
"Barabarano Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4092849";"11.5422380";
"Breganze";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7080607";"11.5647946";
"Brendola";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4724113";"11.4461293";
"Cassola";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7326650";"11.7962910";
"Carrè";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7498703";"11.4589259";
"Cartigliano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7139074";"11.6967407";
"Castegnero";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4376803";"11.6011179";
"Castelgomberto";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5859629";"11.3967222";
"Chiuppano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7648703";"11.4628333";
"Creazzo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5314910";"11.4814139";
"Fara Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7403354";"11.5476577";
"Gambellara";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4607962";"11.3412777";
"Gambugliano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5889074";"11.4397037";
"Grancona";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4232004";"11.4528771";
"Lonigo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.3880142";"11.3881105";
"Longare";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4791115";"11.6085084";
"Malo";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6612592";"11.4086111";
"Marano Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6940740";"11.4284629";
"Marostica";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7446009";"11.6554899";
"Mason Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7195370";"11.6078148";
"Molvena";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7449453";"11.6147050";
"Montebello Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4575185";"11.3845370";
"Montecchio Maggiore";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5046910";"11.4058330";
"Montecchio Precalcino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.6667407";"11.5647037";
"Montegalda";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4470313";"11.6761139";
"Montegaldella";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4370370";"11.6717407";
"Monteviale";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.5614074";"11.4590740";
"Montorso Vicentino";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4918888";"11.3612592";
"Mossano";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4194534";"11.5556874";
"Mussolente";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7801666";"11.8073703";
"Nanto";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.4345797";"11.5780289";
"Nove";"Vicenza";"D. M. 18/09/2000";"n. 225 del 26/09/2000";"45.7231296";"11.6787592";
